city,area_sqft,bedrooms,bathrooms,parking,building_age,near_metro,gym,pool,price
Mumbai,6855,2,4,1,11,1,0,1,126419932
Mumbai,5260,6,2,1,11,0,1,1,99191811
Pune,4037,4,1,1,16,1,1,1,41218850
Mumbai,2397,2,4,0,26,0,0,1,45332435
Hyderabad,6270,3,1,1,1,1,0,1,54284519
Delhi,6864,5,3,0,20,1,1,0,93045879
Mumbai,772,3,3,0,24,1,1,1,16735428
Chennai,5773,2,2,1,26,1,0,1,45617439
Pune,4587,1,2,1,13,0,1,1,44588954
Chennai,1772,4,2,1,11,1,1,1,16975411
Bangalore,4874,6,2,0,27,1,0,0,47579624
Delhi,4519,4,1,0,12,1,1,1,61932633
Mumbai,1315,1,2,1,4,1,1,1,26557622
Chennai,4871,4,1,0,4,1,1,1,40402319
Delhi,5600,5,4,0,16,0,1,1,76859137
Bangalore,1422,5,4,0,4,0,1,0,16171490
Hyderabad,5237,5,3,1,23,0,1,1,47117336
Pune,5100,3,3,1,24,0,0,0,50588241
Delhi,5367,1,1,1,25,1,0,1,71453351
Delhi,1764,5,2,0,18,0,0,0,24696332
Hyderabad,4224,2,3,1,3,0,1,0,37059862
Delhi,3287,5,1,0,6,1,1,0,46704207
Bangalore,3222,6,3,0,22,0,0,1,32627808
Bangalore,5855,3,2,0,16,0,1,1,54984912
Hyderabad,5609,2,1,0,10,1,0,0,47342042
Pune,4723,1,3,1,5,0,1,0,47390713
Mumbai,3050,1,2,1,12,0,1,0,56069795
Chennai,5819,6,1,0,11,0,1,0,46596533
Mumbai,3449,5,1,1,29,0,0,0,63897309
Delhi,6121,2,1,1,24,1,0,1,80709061
Chennai,2173,6,4,1,4,0,0,1,20876219
Hyderabad,5087,2,1,1,23,1,0,0,42759381
Hyderabad,3592,5,3,1,26,1,0,1,33402377
Pune,5853,5,1,1,9,1,1,1,60624995
Chennai,3338,4,1,1,10,1,1,1,29358254
Bangalore,2166,4,1,1,8,0,1,1,23134672
Chennai,5011,5,1,1,25,0,1,1,40670545
Delhi,2695,3,1,1,25,0,0,0,36139343
Bangalore,5565,6,4,1,12,1,0,1,55089053
Hyderabad,6672,4,2,0,2,1,0,1,59012938
Chennai,1884,5,4,0,16,1,1,1,19084406
Mumbai,4903,2,3,1,29,0,0,1,89403105
Pune,4454,6,2,1,29,0,0,1,44762824
Mumbai,6805,4,3,1,17,0,1,1,125307500
Pune,3399,3,1,1,4,0,1,1,35483317
Delhi,560,6,3,0,15,0,0,1,11545114
Mumbai,6768,6,4,0,29,0,0,1,125821038
Chennai,6075,1,4,1,25,1,0,0,47499773
Chennai,6526,2,1,0,22,1,1,0,50176371
Mumbai,4447,3,1,1,15,0,1,1,82225445
Chennai,2790,3,2,0,10,1,1,1,23913536
Delhi,6109,3,4,1,21,0,1,0,81253327
Bangalore,972,2,4,0,3,1,1,1,12609157
Delhi,1458,3,2,0,8,0,1,0,20996419
Pune,1032,1,4,0,14,0,0,0,10837117
Delhi,993,4,2,1,11,0,0,0,15424561
Pune,581,2,4,0,26,1,0,0,7763344
Chennai,5474,3,3,1,15,0,1,1,43520695
Bangalore,6141,5,3,0,3,1,1,0,59376763
Chennai,3470,4,2,0,2,0,0,1,28474271
Hyderabad,511,6,2,1,26,1,0,1,8561067
Chennai,5882,2,1,1,20,1,1,1,46253780
Pune,5044,5,4,1,3,0,1,0,51937487
Chennai,1261,6,3,0,1,0,1,0,14216736
Chennai,3685,5,1,1,18,0,0,0,29639076
Bangalore,525,3,4,1,6,1,1,1,9117840
Chennai,2306,2,3,1,27,0,1,1,19670524
Bangalore,6164,3,4,0,1,0,1,0,59257972
Mumbai,4657,6,2,1,0,1,1,1,89746179
Hyderabad,4824,1,3,1,17,1,0,0,41968335
Bangalore,6434,5,3,0,27,1,0,0,61055148
Pune,5202,1,1,1,7,0,1,1,50731261
Mumbai,5654,6,4,0,7,0,1,1,106034823
Bangalore,6324,3,2,1,27,0,1,0,58756907
Bangalore,6075,4,2,1,9,0,1,0,57371228
Hyderabad,4159,5,4,1,17,1,1,1,38838271
Pune,2025,4,4,1,21,1,1,1,23458819
Delhi,1260,2,2,0,26,1,1,1,17977730
Delhi,1094,5,4,0,27,0,1,1,17489925
Bangalore,6188,1,1,0,10,1,0,0,56851344
Chennai,1555,4,4,0,26,0,0,0,13933626
Pune,2354,6,1,0,22,1,1,0,25200172
Mumbai,3583,2,1,0,0,1,0,0,67232417
Chennai,4416,5,4,1,6,0,0,0,36874737
Chennai,4175,6,3,1,27,1,0,0,34800620
Pune,2548,2,3,1,26,1,0,0,26568257
Bangalore,1958,1,1,0,7,0,1,0,18643759
Bangalore,6457,6,4,1,24,1,1,1,63902342
Bangalore,5755,5,1,0,13,0,1,1,55364272
Bangalore,1719,2,4,0,23,1,1,0,17876675
Delhi,4728,3,4,1,18,1,0,1,64544098
Bangalore,4681,5,2,1,7,0,0,0,45419494
Delhi,1999,5,3,0,18,0,0,0,28077438
Delhi,2330,5,3,0,21,0,0,1,33294741
Bangalore,3895,5,2,0,3,1,1,0,39645138
Hyderabad,1703,3,2,1,22,1,1,1,17533593
Mumbai,4770,6,2,0,23,0,1,0,89030640
Chennai,3310,6,1,0,9,0,0,0,28230428
Delhi,3592,6,1,1,21,0,1,1,50158701
Pune,3544,1,1,0,9,0,1,1,34615004
Pune,6571,3,1,1,3,1,1,0,65200425
Mumbai,5173,3,1,0,7,1,0,1,95778687
Pune,4014,2,3,1,6,0,1,1,40685835
Hyderabad,2298,4,3,0,25,0,1,1,20949725
Pune,6692,6,4,1,14,1,1,1,68771664
Chennai,3075,4,3,0,7,1,1,1,26923841
Chennai,644,2,2,0,28,1,0,0,5382683
Delhi,5357,3,3,1,9,1,1,0,73295177
Bangalore,4426,2,2,1,6,1,0,1,42396569
Hyderabad,1877,5,3,0,29,1,1,1,19392981
Delhi,3646,2,1,0,18,0,1,0,48244911
Hyderabad,2325,2,3,0,2,0,1,1,22148572
Bangalore,5524,5,4,0,8,1,1,1,54870443
Pune,1293,4,1,0,15,0,1,1,14135730
Pune,2101,5,1,0,13,0,0,0,22455131
Bangalore,6256,1,4,0,6,1,1,0,59734863
Delhi,4914,2,3,1,11,1,1,0,67215058
Bangalore,1610,2,3,0,0,0,1,1,17058377
Mumbai,6172,4,4,1,15,1,0,1,115247749
Chennai,4553,3,1,0,2,1,0,0,37200942
Delhi,5293,5,4,0,26,0,1,1,71720959
Hyderabad,4437,3,2,1,0,0,0,1,39186501
Mumbai,4463,1,2,0,5,0,1,1,82265862
Delhi,5442,5,3,1,28,1,0,0,73867340
Bangalore,6397,1,1,0,1,0,1,1,59325114
Bangalore,1282,1,2,0,6,1,0,0,13781974
Bangalore,6685,1,4,0,7,1,0,1,62682287
Bangalore,1616,6,3,0,12,0,0,1,18082426
Hyderabad,2250,5,3,1,28,0,0,1,21078140
Mumbai,3076,5,1,1,15,1,0,0,58440846
Pune,4527,6,2,1,28,1,0,1,46937661
Chennai,3836,4,3,0,21,1,0,1,32181452
Hyderabad,6245,6,4,1,20,1,0,0,55921950
Hyderabad,4887,2,2,0,9,0,1,1,41918581
Pune,5564,3,3,1,3,0,1,1,56124505
Pune,1987,3,3,0,24,0,1,1,20825087
Chennai,4375,1,2,1,23,0,1,0,34154745
Chennai,4131,5,2,1,20,1,1,0,34745612
Pune,6438,5,1,1,12,1,1,0,65122546
Bangalore,4692,1,4,1,16,0,0,1,43997794
Hyderabad,4458,2,1,0,7,0,0,1,37747077
Delhi,5714,3,1,1,7,1,0,0,76572178
Chennai,3897,6,4,1,22,1,1,0,34201772
Chennai,573,4,4,1,6,1,0,0,8882061
Pune,1859,2,1,1,23,0,0,0,17590930
Mumbai,1591,5,2,0,0,0,0,0,31920218
Delhi,5353,1,4,0,14,1,0,0,71833889
Delhi,2441,3,1,0,14,0,1,0,33399961
Chennai,3648,1,2,1,27,1,0,1,28819520
Bangalore,4803,5,3,1,18,0,0,1,46137819
Mumbai,1744,1,2,0,3,1,1,0,33704277
Delhi,1785,6,1,0,26,0,1,1,25800740
Chennai,5005,3,4,0,5,1,1,0,41179839
Delhi,6974,1,2,0,9,0,0,1,91259098
Mumbai,6987,3,2,0,11,1,0,1,128453336
Mumbai,3536,1,2,1,25,1,0,0,64957681
Hyderabad,1270,1,4,1,24,1,1,1,13391568
Pune,2343,3,4,0,3,1,0,1,26149562
Pune,573,6,2,1,5,0,1,1,10428523
Chennai,2160,1,2,1,24,1,1,1,17537156
Mumbai,4849,6,1,0,13,1,1,0,91013924
Hyderabad,1319,2,4,0,29,1,0,0,12121772
Hyderabad,4318,4,2,0,12,0,1,1,38550372
Delhi,5581,2,4,0,24,1,1,1,75364581
Delhi,831,4,4,1,21,0,0,0,13575801
Hyderabad,1921,2,4,1,20,1,1,1,19035510
Delhi,4155,4,1,1,2,1,1,0,57467927
Mumbai,5431,1,3,1,20,1,0,1,99758992
Bangalore,2191,3,4,0,14,1,0,1,23574804
Mumbai,5050,3,4,1,2,0,1,1,94235548
Hyderabad,6525,5,2,0,4,0,1,0,57360126
Hyderabad,5734,4,4,1,12,1,0,1,51019326
Mumbai,4908,5,3,1,25,1,1,0,92530757
Delhi,5613,6,4,0,25,1,1,0,77371983
Delhi,727,6,1,0,14,0,1,0,13103286
Pune,3381,5,2,0,16,1,1,0,35641568
Hyderabad,5453,4,3,1,5,0,0,1,47610098
Chennai,5864,3,1,0,22,0,1,0,45686805
Pune,3365,4,3,1,17,1,1,0,35910021
Delhi,5613,6,2,1,2,0,0,0,76547639
Mumbai,3075,1,4,0,25,1,1,0,57644575
Delhi,5545,5,2,1,8,0,1,1,75592466
Mumbai,5022,5,2,0,7,1,1,0,94487105
Pune,6685,6,4,0,19,1,1,0,67606604
Hyderabad,964,4,1,1,10,1,0,0,10453072
Delhi,6241,5,3,1,27,1,0,0,84275512
Mumbai,777,3,1,1,23,1,1,1,16900817
Hyderabad,4614,5,4,0,10,1,0,0,42032108
Chennai,565,4,3,0,7,0,0,1,7780063
Mumbai,4762,6,4,0,29,0,0,0,88211259
Pune,6204,3,1,1,21,0,1,1,60556716
Chennai,902,3,2,0,29,1,1,0,8802001
Chennai,4483,5,3,1,0,1,0,0,38738637
Bangalore,5004,4,4,0,1,1,0,0,48746618
Delhi,6755,5,3,0,19,1,0,0,91100478
Mumbai,3978,1,3,1,3,1,0,1,75072889
Chennai,3944,6,1,1,1,1,0,0,34389794
Bangalore,5192,1,2,1,24,0,0,1,47272776
Pune,5658,3,3,0,1,1,0,0,56973161
Hyderabad,6748,5,1,1,12,1,1,0,59758956
Mumbai,4919,1,3,1,28,1,1,1,90274680
Chennai,6578,2,2,1,21,1,1,0,51109909
Delhi,3539,1,3,1,20,1,1,1,49225853
Bangalore,1937,5,2,0,19,0,0,0,20021240
Chennai,928,5,1,0,5,1,1,0,10536677
Delhi,3182,6,1,1,3,1,0,1,45951859
Chennai,3277,1,2,1,24,0,1,0,25747008
Mumbai,5680,5,2,0,26,0,1,1,104760851
Mumbai,6231,5,1,1,25,1,0,0,114297101
Mumbai,3878,6,2,1,14,0,0,0,72647489
Pune,5973,6,2,1,22,0,1,1,60247773
Pune,892,6,4,0,2,1,1,0,13898463
Bangalore,6847,6,3,0,27,0,1,0,64407202
Mumbai,6901,2,1,0,25,1,1,1,125663683
Delhi,6136,3,1,1,3,0,1,1,82020959
Chennai,5041,5,4,1,16,1,0,0,42721686
Hyderabad,5799,4,2,1,5,1,0,1,51955027
Delhi,5619,6,2,0,1,0,0,1,77334461
Pune,841,3,2,0,19,0,0,1,9745205
Pune,632,6,1,1,12,1,0,0,9592882
Delhi,6455,3,4,1,14,1,0,0,87223547
Pune,6896,4,3,1,4,0,1,0,69432013
Mumbai,764,1,4,1,27,1,0,1,16105966
Bangalore,4688,2,1,1,23,0,1,0,43313214
Chennai,2185,5,3,0,18,0,1,0,18768054
Bangalore,1934,1,2,0,5,0,1,0,19229624
Chennai,6781,4,4,0,16,1,1,0,54993048
Chennai,5827,2,4,0,24,1,1,0,45813950
Bangalore,5597,2,1,1,27,0,1,1,51610485
Delhi,2160,2,4,0,0,0,1,1,31340366
Chennai,4317,4,3,0,1,1,1,1,37297592
Bangalore,6192,6,4,1,0,1,0,0,61368689
Chennai,2854,6,1,0,7,1,0,1,25168011
Hyderabad,765,6,4,1,28,0,1,0,9225175
Delhi,5241,1,3,0,3,0,1,1,70475009
Mumbai,6961,5,3,1,17,1,0,0,128708837
Chennai,1636,2,1,1,22,0,1,0,12826056
Hyderabad,5997,2,2,1,23,0,0,1,50787432
Mumbai,5049,1,1,0,8,1,1,1,92741499
Mumbai,6834,6,2,0,14,0,1,1,127415755
Chennai,6510,2,3,1,15,1,1,1,52206050
Bangalore,6059,2,4,0,20,1,1,0,57027491
Chennai,5806,4,4,1,29,1,1,0,46303056
Hyderabad,5426,3,3,1,2,1,0,0,48353477
Mumbai,1890,1,1,1,0,0,1,1,36360685
Chennai,1612,1,4,1,23,1,1,0,13663279
Bangalore,2734,6,1,1,12,1,0,0,28935388
Chennai,3366,1,4,1,13,1,1,0,28512735
Delhi,6565,6,2,1,5,0,0,0,89464456
Bangalore,3568,4,4,0,4,0,0,1,35620484
Hyderabad,2679,4,2,0,28,0,0,1,24390746
Mumbai,5467,5,4,0,22,0,1,1,102066410
Chennai,1134,6,4,0,4,1,0,1,14487613
Bangalore,4131,4,4,0,26,0,1,0,39549509
Delhi,1899,6,4,0,3,0,1,0,28956051
Bangalore,5286,1,4,1,20,0,1,1,48912411
Pune,3239,5,1,0,11,1,0,1,35157551
Delhi,3670,3,2,1,13,1,0,1,51609404
Hyderabad,2365,2,2,0,26,1,1,0,20601396
Mumbai,5653,2,4,1,22,1,1,1,104394025
Hyderabad,2455,5,1,0,13,0,0,0,22602740
Chennai,5177,6,1,0,10,0,1,0,41558361
Bangalore,2718,6,3,0,21,0,0,1,28631379
Pune,1889,6,3,0,9,0,1,1,21879086
Delhi,5379,3,1,0,9,0,0,1,71681247
Delhi,3630,2,3,1,28,1,0,1,49299199
Bangalore,4776,5,2,1,27,0,0,1,45522762
Pune,4614,6,1,0,29,1,0,1,47414060
Bangalore,1749,4,3,1,26,1,1,0,19014087
Chennai,3666,1,1,1,8,1,0,1,29089615
Hyderabad,6212,3,3,1,25,0,1,1,52828392
Delhi,6818,6,1,1,1,0,0,0,92113836
Chennai,1745,2,4,0,13,1,0,0,15509059
Hyderabad,6234,1,2,0,6,0,1,0,53038197
Chennai,553,5,3,1,16,0,0,1,7314181
Pune,3410,6,4,0,23,0,1,0,36518031
Delhi,6022,2,1,0,19,0,1,0,79453157
Bangalore,2896,1,4,0,7,1,0,1,28841553
Bangalore,942,4,2,0,23,0,1,1,10363926
Hyderabad,5175,3,3,1,19,0,1,0,44097128
Mumbai,4111,5,3,1,3,0,0,1,77503403
Pune,4877,2,1,1,4,1,1,1,49804058
Hyderabad,2907,4,2,0,12,1,1,1,27348358
Mumbai,1322,3,4,1,6,0,0,0,26144976
Chennai,4202,3,1,1,5,0,1,1,34237395
Pune,3439,4,3,1,16,0,0,1,35714209
Chennai,6265,2,4,1,5,0,1,0,49929754
Delhi,5236,3,1,0,18,1,0,0,70350446
Pune,1531,5,4,1,24,1,1,0,19052702
Mumbai,2516,1,4,0,2,1,1,0,47785817
Delhi,1062,5,1,0,8,1,0,1,17244392
Bangalore,3038,6,4,1,20,1,1,1,32399067
Mumbai,840,3,4,0,27,1,0,1,18498885
Hyderabad,5067,1,2,0,25,0,1,1,42821862
Bangalore,6306,4,2,1,14,1,0,1,60413180
Bangalore,4275,1,3,1,7,1,0,1,40754471
Hyderabad,2796,1,2,1,24,1,1,1,24911183
Pune,734,1,1,1,24,0,0,0,6880845
Bangalore,5702,3,4,1,22,1,0,1,54121548
Mumbai,1616,6,3,0,25,1,1,1,33412688
Delhi,2408,6,2,1,14,1,1,0,35909412
Bangalore,1917,2,4,0,0,1,0,1,21701578
Mumbai,5419,6,1,0,7,0,0,0,101100475
Chennai,1791,3,4,1,22,0,0,0,14907261
Mumbai,3988,2,1,0,3,0,1,1,74292344
Delhi,5227,4,4,0,21,1,0,0,71472365
Mumbai,4154,4,3,1,9,0,0,1,78008861
Hyderabad,1028,4,3,1,15,0,0,0,11119250
Delhi,3824,4,2,0,17,0,1,0,51805816
Pune,2480,4,2,0,3,0,0,1,26705514
Chennai,6765,5,4,0,7,0,0,1,54602386
Hyderabad,3439,3,4,0,3,1,1,0,32267776
Pune,6653,2,2,0,9,1,0,0,64743466
Mumbai,5935,4,2,1,19,1,1,1,110915038
Delhi,5892,5,4,1,29,1,0,1,81139666
Chennai,1829,6,4,1,3,1,1,0,19923387
Hyderabad,1733,5,4,1,15,1,1,1,19847626
Pune,6577,5,3,0,29,0,0,0,64373518
Pune,2253,3,1,1,11,0,0,1,23190936
Chennai,3300,4,1,1,9,1,1,1,28563560
Mumbai,3433,5,2,0,24,1,1,0,65110405
Chennai,3259,5,3,0,10,1,0,1,28323820
Pune,3275,4,4,0,1,1,0,0,35458820
Bangalore,6544,3,4,1,15,0,1,0,61847778
Hyderabad,3987,5,2,1,22,0,0,0,34882806
Chennai,6723,2,2,0,18,1,0,0,51619796
Pune,4350,1,3,0,11,1,0,1,43789133
Mumbai,3027,6,1,1,3,1,0,1,59981247
Pune,5497,1,1,0,16,1,1,0,53365987
Mumbai,1390,1,4,0,11,1,0,1,27676261
Chennai,6166,3,2,0,15,1,0,1,48867099
Mumbai,6420,5,3,1,2,0,1,1,119623691
Delhi,2565,1,4,1,1,0,1,1,36496705
Delhi,1688,1,1,1,25,0,0,1,22269115
Delhi,6144,6,1,0,6,0,0,1,82988528
Bangalore,4797,4,3,0,5,1,1,0,47768494
Chennai,1240,5,4,1,0,0,0,1,13367193
Pune,1869,5,3,0,14,0,1,1,21932584
Pune,1889,6,4,0,26,1,0,0,21525150
Bangalore,2500,4,1,1,11,0,0,0,24845890
Mumbai,1971,5,2,0,12,0,0,0,38763430
Bangalore,2036,2,2,0,7,0,0,1,20518102
Mumbai,818,6,1,0,8,1,0,0,18557732
Mumbai,2764,3,2,0,0,1,0,0,53282124
Hyderabad,5653,4,2,1,4,1,1,1,51457584
Pune,2394,6,4,0,6,1,0,0,27441639
Delhi,6909,1,3,1,17,0,0,1,90941654
Mumbai,4211,5,4,1,21,1,0,1,80394273
Hyderabad,5319,2,3,1,7,1,0,1,46518454
Pune,3322,2,3,1,23,1,1,1,33847915
Delhi,6296,3,2,0,25,0,1,1,84244046
Mumbai,5008,6,3,0,9,0,0,1,93763161
Mumbai,1775,2,3,1,28,0,0,1,32862907
Bangalore,3583,6,1,1,7,0,1,1,36571288
Bangalore,900,5,3,1,11,1,0,0,12803740
Pune,6435,5,1,1,15,0,0,0,63533922
Delhi,1223,2,4,0,11,1,1,1,19455426
Mumbai,2829,5,2,1,21,0,1,1,54530344
Pune,1635,6,3,1,21,1,0,1,19882898
Pune,3270,5,1,0,26,0,0,1,32558488
Chennai,5346,1,4,1,2,0,1,1,42348305
Bangalore,767,6,4,0,17,0,1,0,11458829
Delhi,6941,4,4,0,4,0,0,0,93184807
Mumbai,5936,5,1,0,13,1,0,1,110021981
Pune,1069,5,1,1,24,0,1,0,11771245
Mumbai,3056,6,2,0,19,1,0,0,58568545
Chennai,2473,3,3,0,20,1,1,1,21219562
Delhi,1045,4,4,1,15,0,1,1,16777545
Pune,3322,4,2,1,21,0,1,1,34732117
Mumbai,4960,4,1,1,26,0,0,0,90722841
Bangalore,5142,2,2,1,5,0,1,1,48479387
Chennai,770,1,4,0,15,1,1,1,8011217
Delhi,1238,1,4,1,19,1,0,1,18651491
Chennai,1757,3,2,0,13,0,1,0,15222724
Bangalore,558,4,4,0,19,1,1,0,8617951
Delhi,5870,4,1,1,23,0,0,1,77635686
Chennai,6466,5,4,1,4,1,1,1,53862392
Hyderabad,4681,6,3,1,13,0,0,0,42540560
Bangalore,5358,2,3,1,29,1,0,0,50015583
Bangalore,889,2,4,0,10,0,1,1,10832295
Bangalore,5799,3,2,1,20,0,1,1,53879625
Hyderabad,1218,1,4,0,8,0,1,0,11649778
Hyderabad,4744,4,3,0,19,0,1,0,40792626
Mumbai,5178,6,1,1,6,1,1,0,98237859
Pune,620,3,3,1,4,0,0,0,8153866
Chennai,3152,2,4,1,28,0,0,0,24849754
Mumbai,2803,2,4,0,14,1,1,1,54109884
Chennai,5361,2,2,0,24,1,1,1,42377772
Pune,3411,4,4,0,12,0,0,1,36295249
Hyderabad,1299,4,4,1,11,1,1,0,14919379
Pune,3880,4,1,1,23,1,1,1,40035627
Hyderabad,2606,5,1,1,14,0,1,1,24236691
Pune,5617,1,1,1,23,0,0,1,54414567
Mumbai,6065,2,2,1,25,0,0,1,109711171
Delhi,1609,2,2,1,25,0,0,0,21577588
Mumbai,1750,5,3,1,18,0,0,1,35060065
Chennai,3140,2,2,0,24,1,1,0,24997286
Mumbai,2149,2,1,0,23,1,1,1,40834513
Bangalore,6411,4,2,0,18,0,1,0,59223991
Chennai,1845,4,4,0,9,0,0,1,17061311
Pune,3456,1,2,1,16,0,1,1,34503825
Chennai,5937,2,4,1,15,0,0,0,46129920
Delhi,2946,3,3,1,4,1,1,0,41478491
Hyderabad,6328,2,4,0,28,1,0,0,53434459
Pune,5494,2,1,1,3,0,1,0,53736571
Chennai,3864,1,3,0,23,1,1,1,31334463
Pune,6936,3,3,0,21,1,1,1,68594480
Pune,984,2,3,0,9,0,1,0,11128180
Pune,1302,6,1,1,20,0,1,1,16412806
Hyderabad,2215,6,4,1,24,1,1,1,22764676
Mumbai,2415,3,3,0,5,1,1,1,47246404
Pune,3983,6,1,0,29,1,1,0,40683973
Bangalore,2257,4,3,1,28,1,1,1,24212555
Delhi,2309,4,3,0,10,0,0,1,33382869
Hyderabad,6887,3,1,1,10,1,0,0,58588796
Chennai,6039,2,2,0,26,0,0,0,46356963
Hyderabad,6548,3,3,1,15,1,0,1,56889146
Chennai,3507,6,2,0,13,1,0,1,31086238
Hyderabad,3725,3,3,1,26,0,0,0,31711421
Chennai,3995,6,2,0,18,0,1,1,33043021
Pune,2820,4,4,1,21,1,1,0,30078626
Mumbai,2170,3,2,0,27,1,0,1,40618370
Chennai,6444,5,2,1,26,0,0,0,50178825
Chennai,5115,6,2,0,27,1,1,0,42374367
Bangalore,1651,5,2,0,3,0,1,1,18453626
Chennai,5992,4,4,0,4,0,1,0,47964631
Bangalore,6802,2,1,0,21,1,1,1,62609295
Delhi,5247,6,2,0,24,1,0,1,71928170
Pune,2723,2,1,0,18,0,0,1,27130852
Bangalore,6546,4,3,1,16,0,1,1,62832018
Mumbai,3167,2,1,1,17,0,0,1,58191600
Pune,710,6,2,0,7,0,0,0,10715579
Bangalore,2994,1,1,1,3,0,1,1,28509782
Pune,5181,6,4,0,22,0,1,1,53996175
Pune,4762,6,4,0,17,1,1,1,50121672
Pune,3007,5,2,1,27,1,1,0,31544620
Delhi,3463,1,1,0,10,0,0,0,44896573
Mumbai,3928,1,3,0,25,1,1,0,72494008
Hyderabad,3875,1,4,1,13,0,1,0,33149400
Hyderabad,5852,6,2,0,12,0,0,1,51288462
Bangalore,4455,4,4,0,23,0,1,1,42638606
Pune,5801,1,2,1,25,1,1,0,57111188
Bangalore,4205,3,1,1,15,1,0,0,39526739
Delhi,3905,2,1,0,27,0,1,0,51048221
Delhi,6334,4,1,0,29,0,1,0,83655856
Chennai,4538,3,1,0,11,1,0,1,36383440
Delhi,1552,6,1,0,8,1,1,0,24247437
Chennai,1213,6,2,0,6,0,1,1,13518362
Mumbai,3388,3,4,0,9,0,0,1,63913795
Bangalore,1187,5,3,0,28,1,0,0,13357404
Mumbai,829,5,4,1,26,1,1,1,19642593
Delhi,2246,3,1,0,16,0,1,1,30863389
Mumbai,1707,5,4,0,17,0,1,0,33658790
Mumbai,2642,2,4,1,24,0,1,1,49883172
Mumbai,1284,2,2,0,25,0,0,0,23148207
Delhi,3196,6,3,0,6,0,0,0,45191213
Pune,4320,5,3,1,26,0,0,0,43874086
Mumbai,6996,1,1,0,2,1,1,1,127937163
Chennai,5536,3,2,1,14,1,0,1,44746861
Delhi,5884,2,2,1,15,1,1,0,78646434
Mumbai,4218,5,2,1,20,0,1,0,79308319
Pune,6275,5,2,1,16,0,0,1,63139749
Delhi,3193,2,2,1,12,1,0,1,44084259
Hyderabad,1125,2,3,1,25,1,0,0,10506356
Pune,4734,1,3,1,2,0,1,1,47077068
Chennai,4208,5,4,0,26,1,0,1,35054434
Mumbai,1261,5,3,1,19,1,1,1,27793556
Hyderabad,6429,4,2,1,19,0,0,1,54843742
Hyderabad,4479,6,4,0,22,1,1,1,41851135
Delhi,6898,1,3,0,4,1,0,0,91984820
Hyderabad,4029,2,4,1,8,1,1,0,36661312
Chennai,2055,2,3,1,22,0,1,0,17389470
Chennai,4133,3,1,1,17,0,0,0,32433831
Bangalore,1175,6,3,1,28,1,1,0,15170176
Chennai,4687,2,4,0,10,1,0,0,38344161
Pune,5688,5,1,0,10,0,1,1,57569534
Hyderabad,536,2,2,1,15,0,0,1,6060414
Chennai,4336,5,4,0,7,0,0,0,35971294
Delhi,2287,5,2,0,26,0,1,1,32825127
Bangalore,6783,1,2,0,1,0,0,0,62747625
Hyderabad,3227,2,4,0,22,1,1,0,29206972
Bangalore,5797,1,2,1,20,0,1,0,53543428
Hyderabad,4380,6,4,0,9,1,0,1,41441868
Delhi,6432,5,4,0,5,1,0,1,88905798
Bangalore,2394,6,3,1,26,0,1,1,25579586
Mumbai,636,2,1,0,3,0,1,1,12939621
Pune,6833,6,2,1,20,0,1,0,68867120
Pune,6259,6,2,1,27,1,1,1,63392179
Hyderabad,6985,2,1,0,4,0,1,1,58957971
Mumbai,6178,1,1,0,22,1,0,1,111726595
Bangalore,3576,1,1,1,10,0,0,0,32280066
Mumbai,5567,5,1,0,11,1,1,0,103316024
Mumbai,4383,5,1,1,15,1,1,1,83482847
Bangalore,1161,2,3,1,19,0,1,1,12420769
Delhi,6886,2,4,0,20,0,0,1,91040767
Mumbai,2310,4,1,1,13,1,0,0,44910683
Mumbai,914,4,3,1,13,1,0,1,21168969
Delhi,842,3,1,0,19,0,1,0,12133644
Mumbai,3229,5,1,0,19,1,0,0,61294975
Mumbai,3950,6,2,1,14,1,0,1,76309867
Mumbai,4165,3,2,0,7,0,0,0,77470727
Pune,4237,3,2,1,26,0,0,1,41325111
Chennai,4397,1,2,0,4,1,1,1,35375961
Delhi,4741,6,4,1,28,1,1,1,66051343
Mumbai,4918,1,4,0,8,0,0,1,90969180
Pune,2669,4,2,0,20,0,0,0,26965924
Delhi,5871,3,2,0,15,0,1,1,78436323
Hyderabad,2378,4,1,0,23,1,1,1,22292874
Hyderabad,4470,6,1,0,2,0,0,0,40297839
Mumbai,6954,6,2,1,11,1,0,0,128778617
Pune,5196,5,2,1,6,0,0,1,52575502
Pune,5070,2,2,0,16,0,1,0,48942579
Delhi,3117,1,1,1,14,1,0,1,42188867
Delhi,2015,5,2,0,14,0,1,1,29107356
Pune,1074,5,2,1,11,1,0,1,13876278
Delhi,4942,1,4,1,20,0,0,0,65044657
Pune,3367,1,4,1,1,0,1,1,35478292
Chennai,6106,6,1,0,7,0,0,0,49119028
Pune,4044,6,4,0,27,0,0,0,41721216
Hyderabad,4977,3,1,1,21,0,0,1,42214227
Delhi,5899,4,3,1,4,1,0,1,81473779
Pune,571,6,2,1,29,1,0,1,9508869
Pune,3068,5,1,1,2,1,1,0,32775866
Delhi,3937,3,4,0,29,0,0,0,53307096
Chennai,3480,3,3,0,28,0,1,1,27684723
Chennai,1617,5,4,1,0,0,1,0,17132726
Delhi,5992,6,1,0,29,0,1,0,79702626
Bangalore,2886,5,3,1,15,1,1,0,29845585
Delhi,4008,2,4,0,9,1,0,1,56041767
